	*			B-1136114	2206000	    16,200	CABO NU ACO-COBRE  2 AWG
	*			B-1136114	2221001	     4,000	FIO  COBRE 750 V 2,50 MM2 PT
	*			B-1136114	2223464	     8,000	CABO COBRE XLPE 35MM2 1F PRETO.
	*			B-1136114	2230073	     0,000	CABO MLP ALUM XLPE 2X1X35/35MM2 N ISO
	*			B-1136114	2230075	     0,000	CABO MLP ALUM XLPE 3X1X16/16MM2 N ISO..
	*			B-1136114	2230076	    72,000	CABO MLP ALUM XLPE 3X1X35/35MM2 N ISO.
	*			B-1136114	2278000	     0,200	FITA MET POSTE LISA   10X  1,00MM
	*			B-1136114	2300000	         7	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.
	*			B-1136114	2314001	         9	ISOLADOR PILAR PORCELANA 34KV 800DAN
	*			B-1136114	2314003	         1	ISOLADOR PILAR PORC 8KN 15KV/110KV
	*			B-1136114	2322006	         6	ISOLADOR SUSP POLIMERICO 50kN 35kV
	*			B-1136114	2400016	         4	CONETOR IMPACT AL      2/0     /1/0 AZ
	*			B-1136114	2401000	         6	CONETOR CUNHA EST CINZA
	*			B-1136114	2401001	         2	CONETOR CUNHA EST VD
	*			B-1136114	2401006	        19	CONETOR CUNHA EST BR/VM
	*			B-1136114	2402002	         6	CARTUCHO VERMELHO FERRAMENTA AMPACT
	*			B-1136114	2403000	         6	CONETOR ESTRB AL   IMP     2AWG/ 35MM2
	*			B-1136114	2412001	        24	CONETOR PERF  16,0- 95,0/  4,0- 35,0
	*			B-1136114	2412002	         3	CONECTOR PERF  25,0- 95,0/ 25,0- 95,0
	*			B-1136114	2412003	        12	CONETOR PERF  10,0- 35,0/  1,5-  6,0
	*			B-1136114	2414034	         8	CONETOR ATR  ACO 90º 35,0/HA 16,0MM
	*			B-1136114	2415000	         3	GRAMPO LINHA VIVA BR   120/ 50
	*			B-1136114	2415001	         3	GRAMPO LINHA VIVA AL   250/ 2/0
	*			B-1136114	2420377	         4	BARRA TERMINAL   4/0 /2N
	*			B-1136114	2660000	         1	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M
	*			B-1136114	2660001	         1	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M
	*			B-1136114	3300012	         5	POSTE CONCRETO DT  9/400 29F
	*			B-1136114	3300016	         3	POSTE CONCRETO DT 11/600 44F
	*			B-1136114	3300082	         1	POSTE CONCRETO DT 12/600 44F
	*			B-1136114	3300152	         0	POSTE CONCRETO DT 11/400 44F
	*			B-1136114	3300153	         0	POSTE CONCRETO DT 12/400 44F
	*			B-1136114	3310009	         2	CRUZETA CONC T    2400MM  400DAN
	*			B-1136114	3310029	         2	CRUZETA CONC RET  2400MM  400DAN
	*			B-1136114	3324021	         0	PLACA CONC ESTAI 400 F22
	*			B-1136114	3340011	         2	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA
	*			B-1136114	3410080	         8	MAO FRANCESA PLANA ACO  710MM
	*			B-1136114	3416090	         0	CINTA POSTE CIRC ACO CARB       240,0MM
	*			B-1136114	3416100	         0	CINTA CIRCULAR ACO 260MM
	*			B-1136114	3416105	         0	CINTA POSTE CIRC ACO CARB   280,0MM
	*			B-1136114	3417025	         2	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM
	*			B-1136114	3417035	         3	ARMACAO SECUN ACO CARB 2 ESTR 350X 310MM
	*			B-1136114	3419162	         1	SUPORTE RETANG TRAFO 185X 95MM
	*			B-1136114	3419168	         1	SUPORTE RETANG TRAFO 195X100MM
	*			B-1136114	3420090	         6	MANILHA SAPATILHA ACO  5000DAN
	*			B-1136114	3421010	         0	SAPATILHA CABO 9,5MM
	*			B-1136114	3423030	         6	GANCHO SUSP OLHAL   5000DAN
	*			B-1136114	3428086	        10	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM
	*			B-1136114	3430130	         0	ALCA PREF DIST ALUM 2AWG 610MM
	*			B-1136114	3430150	         6	ALCA PREF DIST ALUM 4/0AWG 864MM
	*			B-1136114	3430350	         0	ALCA PREFORMADA ESTAI 7,90 MM EAR
	*			B-1136114	3430520	         5	ALCA PREF SERV AS AL 35 MM2 NI
	*			B-1136114	3430530	         2	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2
	*			B-1136114	3431760	         3	LACO PREF ROLD 35 MM2 AS NI CAL
	*			B-1136114	3435010	         0	HASTE ACO CARB 16X 2400MM 5000DAN
	*			B-1136114	3435030	         0	HASTE ANCORA 20X2400MM 8000DAN
	*			B-1136114	3436010	         0	CHAPA ESTAI  76MM
	*			B-1136114	3461100	         1	ELETRODUTO PVC ROSQ     1/2"
	*			B-1136114	3470008	         1	HASTE ATERRAM CIRC      13,0X 2400,0MM
	*			B-1136114	3480270	         0	PARAFUSO ABAU SAE1010    M16X    45MM
	*			B-1136114	3480275	        13	PARAFUSO ABAU ACO CARB    M16X    70MM
	*			B-1136114	3480285	        10	PARAFUSO CAB QUAD ACO  12X125
	*			B-1136114	3480305	         1	PARAFUSO CAB QUAD ACO  16X 200
	*			B-1136114	3480310	         4	PARAFUSO CAB QUAD ACO  16X 250
	*			B-1136114	3480325	         6	PARAFUSO CAB QUAD ACO  16X 400
	*			B-1136114	3486040	         6	OLHAL P/PARAF FOFO M16-5/8" 5000DAN
	*			B-1136114	3490080	        16	PORCA QUAD SAE1020 MG     M16
	*			B-1136114	3493315	        28	ARRUELA LIS QUAD SAE1020 M18
	*			B-1136114	3493325	         4	ARRUELA QUAD ACO  38 F14,00
	*			B-1136114	4401035	     0,000	CORDOALHA ACO ZINCADO EAR 7,9 MM
	*			B-1136114	7511022	         2	PLACA INDICATIVA LOCALIZACAO EQUIP AL
	*			B-1136114	7900005	-13,800	SUCATA ACO
	*			B-1136114	7912005	-33,375	SUCATA CABO AL MULTIPLEXADO
	*			B-1136114	7927009	-23,000	SUCATA PORCELANA
	*			B-1136114	7927010	-18,000	SUCATA POLIMERICO
	*			B-1136114	7930005	-8	SUCATA POSTE CONC DT
	*			B-1136114	7931008	-6	SUCATA CONCRETO ARMADO 1
	*			B-1136114	7942038	-28,200	SUCATA ELETRICA-ELETRONICA

	**			B-1136114		       306
						-83,675
						    84,000

	*			B-1136846	0401010	         6	PARA-RAIOS RD 34,5KV 10KA
	*			B-1136846	0531005	         0	CH FUS DIST C 34,5KV 300A 3,5KA
	*			B-1136846	2200001	    41,000	FIO ALUM NU H14/H24 21,15MM2
	*			B-1136846	2200002	     0,000	FIO ALUM NU H14/H24 21,15MM2
	*			B-1136846	2202040	     9,410	CABO ALUM NU CAA 4AWG 1F SWAN.
	*			B-1136846	2203008	    15,000	CABO COBRE NU C2A MD 35 MM2
	*			B-1136846	2278000	     0,000	FITA MET POSTE LISA   10X  1,00MM
	*			B-1136846	2314001	        80	ISOLADOR PILAR PORCELANA 34KV 800DAN
	*			B-1136846	2314003	         3	ISOLADOR PILAR PORC 8KN 15KV/110KV
	*			B-1136846	2322005	         6	ISOLADOR SUSP POLIMERICO 50KN 15kV
	*			B-1136846	2401000	         9	CONETOR CUNHA EST CINZA
	*			B-1136846	2454000	         5	EMENDA PREF TOTAL AL CAA 4 SWAN
	*			B-1136846	3300152	         1	POSTE CONCRETO DT 11/400 44F
	*			B-1136846	3310029	         9	CRUZETA CONC RET  2400MM  400DAN
	*			B-1136846	3340011	        52	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA
	*			B-1136846	3410030	        20	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM
	*			B-1136846	3410080	       124	MAO FRANCESA PLANA ACO  710MM
	*			B-1136846	3420090	         6	MANILHA SAPATILHA ACO  5000DAN
	*			B-1136846	3423030	         6	GANCHO SUSP OLHAL   5000DAN
	*			B-1136846	3428086	         3	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM
	*			B-1136846	3430120	         6	ALCA PREF DIST ALUM 4AWG 430MM
	*			B-1136846	3480285	       198	PARAFUSO CAB QUAD ACO  12X125
	*			B-1136846	3480305	         0	PARAFUSO CAB QUAD ACO  16X 200
	*			B-1136846	3480310	        36	PARAFUSO CAB QUAD ACO  16X 250
	*			B-1136846	3480320	         6	PARAFUSO CAB QUAD ACO  16X 350
	*			B-1136846	3480325	        15	PARAFUSO CAB QUAD ACO  16X 400
	*			B-1136846	3486040	         6	OLHAL P/PARAF FOFO M16-5/8" 5000DAN
	*			B-1136846	3490080	        34	PORCA QUAD SAE1020 MG     M16
	*			B-1136846	3493315	       200	ARRUELA LIS QUAD SAE1020 M18
	*			B-1136846	3493325	       184	ARRUELA QUAD ACO  38 F14,00

	**			B-1136846		     1.015
						    65,410

	*			B-1139680	0531005	         0	CH FUS DIST C 34,5KV 300A 3,5KA
	*			B-1139680	0536784	         0	ELO FUSIVEL 15,0/36,2 KV 6K COBRE.
	*			B-1139680	0536786	         0	ELO FUSIVEL 15,0/36,2 KV 10K COBRE.
	*			B-1139680	2200002	     0,300	FIO ALUM NU H14/H24 21,15MM2
	*			B-1139680	2203008	     0,000	CABO COBRE NU C2A MD 35 MM2
	*			B-1139680	2278000	     0,000	FITA MET POSTE LISA   10X  1,00MM
	*			B-1139680	2314001	         0	ISOLADOR PILAR PORCELANA 34KV 800DAN
	*			B-1139680	2314003	         3	ISOLADOR PILAR PORC 8KN 15KV/110KV
	*			B-1139680	2322005	         1	ISOLADOR SUSP POLIMERICO 50KN 15kV
	*			B-1139680	2322006	        24	ISOLADOR SUSP POLIMERICO 50kN 35kV
	*			B-1139680	2401000	         0	CONETOR CUNHA EST CINZA
	*			B-1139680	2402000	         0	CARTUCHO AZUL     FERRAMENTA AMPACT
	*			B-1139680	2402002	         0	CARTUCHO VERMELHO FERRAMENTA AMPACT
	*			B-1139680	2403000	         0	CONETOR ESTRB AL   IMP     2AWG/ 35MM2
	*			B-1139680	2415000	         0	GRAMPO LINHA VIVA BR   120/ 50
	*			B-1139680	3300016	         0	POSTE CONCRETO DT 11/600 44F
	*			B-1139680	3300152	         1	POSTE CONCRETO DT 11/400 44F
	*			B-1139680	3324021	         1	PLACA CONC ESTAI 400 F22
	*			B-1139680	3340011	         1	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA
	*			B-1139680	3410080	         2	MAO FRANCESA PLANA ACO  710MM
	*			B-1139680	3420090	         1	MANILHA SAPATILHA ACO  5000DAN
	*			B-1139680	3421010	         2	SAPATILHA CABO 9,5MM
	*			B-1139680	3423030	         0	GANCHO SUSP OLHAL   5000DAN
	*			B-1139680	3428086	        53	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM
	*			B-1139680	3430120	         0	ALCA PREF DIST ALUM 4AWG 430MM
	*			B-1139680	3430350	         4	ALCA PREFORMADA ESTAI 7,90 MM EAR
	*			B-1139680	3435010	         1	HASTE ACO CARB 16X 2400MM 5000DAN
	*			B-1139680	3436010	         1	CHAPA ESTAI  76MM
	*			B-1139680	3480285	         2	PARAFUSO CAB QUAD ACO  12X125
	*			B-1139680	3480305	         0	PARAFUSO CAB QUAD ACO  16X 200
	*			B-1139680	3480310	         2	PARAFUSO CAB QUAD ACO  16X 250
	*			B-1139680	3480315	         0	PARAFUSO CAB QUAD. ACO  16X 300
	*			B-1139680	3480320	         0	PARAFUSO CAB QUAD ACO  16X 350
	*			B-1139680	3480325	         0	PARAFUSO CAB QUAD ACO  16X 400
	*			B-1139680	3486040	         0	OLHAL P/PARAF FOFO M16-5/8" 5000DAN
	*			B-1139680	3490080	         0	PORCA QUAD SAE1020 MG     M16
	*			B-1139680	3493315	         3	ARRUELA LIS QUAD SAE1020 M18
	*			B-1139680	3493325	         4	ARRUELA QUAD ACO  38 F14,00
	*			B-1139680	4401035	    14,000	CORDOALHA ACO ZINCADO EAR 7,9 MM
	*			B-1139680	7511022	         2	PLACA INDICATIVA LOCALIZACAO EQUIP AL

	**			B-1139680		       108
						     0,300
						    14,000

	*			B-1139687	0401010	         1	PARA-RAIOS RD 34,5KV 10KA
	*			B-1139687	0531000	         0	CHAVE RELIGADORA FUS 1P 36,2KV 100A 2KA
	*			B-1139687	2200001	     0,000	FIO ALUM NU H14/H24 21,15MM2
	*			B-1139687	2278000	     0,000	FITA MET POSTE LISA   10X  1,00MM
	*			B-1139687	2300000	         3	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.
	*			B-1139687	2314001	        21	ISOLADOR PILAR PORCELANA 34KV 800DAN
	*			B-1139687	2314003	         0	ISOLADOR PILAR PORC 8KN 15KV/110KV
	*			B-1139687	2315000	         6	ISOLADOR PILAR POLIM 36,2KV/170KV
	*			B-1139687	2400002	         0	CONETOR IMPACT AL      4/0     /  2
	*			B-1139687	3300012	         1	POSTE CONCRETO DT  9/400 29F
	*			B-1139687	3300016	         0	POSTE CONCRETO DT 11/600 44F
	*			B-1139687	3340011	         0	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA
	*			B-1139687	3410030	         0	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM
	*			B-1139687	3410080	         0	MAO FRANCESA PLANA ACO  710MM
	*			B-1139687	3417025	         1	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM
	*			B-1139687	3417035	         1	ARMACAO SECUN ACO CARB 2 ESTR 350X 310MM
	*			B-1139687	3428086	        11	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM
	*			B-1139687	3431760	         1	LACO PREF ROLD 35 MM2 AS NI CAL
	*			B-1139687	3480285	         0	PARAFUSO CAB QUAD ACO  12X125
	*			B-1139687	3480305	         1	PARAFUSO CAB QUAD ACO  16X 200
	*			B-1139687	3480310	         1	PARAFUSO CAB QUAD ACO  16X 250
	*			B-1139687	3490080	       100	PORCA QUAD SAE1020 MG     M16
	*			B-1139687	3493315	       101	ARRUELA LIS QUAD SAE1020 M18
	*			B-1139687	3493325	         0	ARRUELA QUAD ACO  38 F14,00
	*			B-1139687	7900005	-0,240	SUCATA ACO
	*			B-1139687	7927009	-3,000	SUCATA PORCELANA
	*			B-1139687	7930005	-1	SUCATA POSTE CONC DT

	**			B-1139687		       248
						-3,240

	*			B-1139689	0401010	         0	PARA-RAIOS RD 34,5KV 10KA
	*			B-1139689	0501036	         4	CH SEC 36,2KV 630A 1P MAN SECO
	*			B-1139689	0531005	         0	CH FUS DIST C 34,5KV 300A 3,5KA
	*			B-1139689	0531015	         3	CH FUS DIST C 34,5KV 300A 3,5KA INOX
	*			B-1139689	0536784	         3	ELO FUSIVEL 15,0/36,2 KV 6K COBRE.
	*			B-1139689	0536786	         0	ELO FUSIVEL 15,0/36,2 KV 10K COBRE.
	*			B-1139689	1844009	        19	INDICADOR DE FALTA DISTRIBUICAO
	*			B-1139689	2200001	    40,000	FIO ALUM NU H14/H24 21,15MM2
	*			B-1139689	2200002	     4,200	FIO ALUM NU H14/H24 21,15MM2
	*			B-1139689	2202040	    20,000	CABO ALUM NU CAA 4AWG 1F SWAN.
	*			B-1139689	2203008	    13,000	CABO COBRE NU C2A MD 35 MM2
	*			B-1139689	2203021	     5,000	CABO COBRE NU CL3A MD 70 MM2
	*			B-1139689	2206000	     0,000	CABO NU ACO-COBRE  2 AWG
	*			B-1139689	2278000	     2,800	FITA MET POSTE LISA   10X  1,00MM
	*			B-1139689	2314001	       137	ISOLADOR PILAR PORCELANA 34KV 800DAN
	*			B-1139689	2322006	        18	ISOLADOR SUSP POLIMERICO 50kN 35kV
	*			B-1139689	2401000	       106	CONETOR CUNHA EST CINZA
	*			B-1139689	2401001	         0	CONETOR CUNHA EST VD
	*			B-1139689	2401006	       300	CONETOR CUNHA EST BR/VM
	*			B-1139689	2402000	         0	CARTUCHO AZUL     FERRAMENTA AMPACT
	*			B-1139689	2402002	         3	CARTUCHO VERMELHO FERRAMENTA AMPACT
	*			B-1139689	2403000	         3	CONETOR ESTRB AL   IMP     2AWG/ 35MM2
	*			B-1139689	2414034	         0	CONETOR ATR  ACO 90º 35,0/HA 16,0MM
	*			B-1139689	2415000	         3	GRAMPO LINHA VIVA BR   120/ 50
	*			B-1139689	3300152	        16	POSTE CONCRETO DT 11/400 44F
	*			B-1139689	3340011	        88	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA
	*			B-1139689	3410080	        36	MAO FRANCESA PLANA ACO  710MM
	*			B-1139689	3420090	         3	MANILHA SAPATILHA ACO  5000DAN
	*			B-1139689	3423030	         3	GANCHO SUSP OLHAL   5000DAN
	*			B-1139689	3428086	        52	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM
	*			B-1139689	3430120	         3	ALCA PREF DIST ALUM 4AWG 430MM
	*			B-1139689	3461100	         0	ELETRODUTO PVC ROSQ     1/2"
	*			B-1139689	3470008	         0	HASTE ATERRAM CIRC      13,0X 2400,0MM
	*			B-1139689	3480285	        36	PARAFUSO CAB QUAD ACO  12X125
	*			B-1139689	3480305	        66	PARAFUSO CAB QUAD ACO  16X 200
	*			B-1139689	3480310	        64	PARAFUSO CAB QUAD ACO  16X 250
	*			B-1139689	3480315	         3	PARAFUSO CAB QUAD. ACO  16X 300
	*			B-1139689	3480325	         3	PARAFUSO CAB QUAD ACO  16X 400
	*			B-1139689	3485166	        62	PARAFUSO PRISIONEIRO ACO   85MM
	*			B-1139689	3486040	         3	OLHAL P/PARAF FOFO M16-5/8" 5000DAN
	*			B-1139689	3490080	         4	PORCA QUAD SAE1020 MG     M16
	*			B-1139689	3493315	        55	ARRUELA LIS QUAD SAE1020 M18
	*			B-1139689	3493325	        36	ARRUELA QUAD ACO  38 F14,00
	*			B-1139689	7511022	         0	PLACA INDICATIVA LOCALIZACAO EQUIP AL
	*			B-1139689	7900005	-2,640	SUCATA ACO
	*			B-1139689	7927010	-52,000	SUCATA POLIMERICO
	*			B-1139689	7930005	-16	SUCATA POSTE CONC DT
	*			B-1139689	7931008	-18	SUCATA CONCRETO ARMADO 1

	**			B-1139689		     1.098
						    30,360

	*			B-1144246	0211146	         0	TRAFO 3F 45KVA 34,5KV 380/220V 3 TAPS
	*			B-1144246	0211148	         0	TRAFO 3F 75KVA 34,5KV 380/220V 3 TAPS
	*			B-1144246	0211233	         0	TRAFO 3F 45KVA 34,5KV 380/220V 3T VG
	*			B-1144246	0211235	         0	TRAFO 3F 75KVA 34,5KV 380/220V 3T VG
	*			B-1144246	0211237	         0	TRAFO 3F 112,5kVA 34,5KV 380/220V 3T VG
	*			B-1144246	0401010	         0	PARA-RAIOS RD 34,5KV 10KA
	*			B-1144246	0500109	         3	CH SEC 15KV 630A 1P MAN SECO
	*			B-1144246	0501036	         0	CH SEC 36,2KV 630A 1P MAN SECO
	*			B-1144246	0531005	        15	CH FUS DIST C 34,5KV 300A 3,5KA
	*			B-1144246	0536141	         1	ELO FUSIVEL 15,0/36,2KV 6K  PRATA (FP)
	*			B-1144246	0536781	         0	ELO FUSIVEL 15,0/36,2 KV 3H COBRE
	*			B-1144246	0536783	         0	ELO FUSIVEL 15,0/36,2 KV 5H COBRE.
	*			B-1144246	0536786	         0	ELO FUSIVEL 15,0/36,2 KV 10K COBRE.
	*			B-1144246	0536788	         0	ELO FUSIVEL 15,0/36,2 KV 25K COBRE
	*			B-1144246	1844009	         0	INDICADOR DE FALTA DISTRIBUICAO
	*			B-1144246	2200001	     0,900	FIO ALUM NU H14/H24 21,15MM2
	*			B-1144246	2200002	    51,200	FIO ALUM NU H14/H24 21,15MM2
	*			B-1144246	2203008	     3,000	CABO COBRE NU C2A MD 35 MM2
	*			B-1144246	2203021	     0,000	CABO COBRE NU CL3A MD 70 MM2
	*			B-1144246	2206000	     0,000	CABO NU ACO-COBRE  2 AWG
	*			B-1144246	2221001	     0,000	FIO  COBRE 750 V 2,50 MM2 PT
	*			B-1144246	2221015	     2,000	FIO COBRE   750V       1,50 PT
	*			B-1144246	2223400	     0,000	CABO POT COBRE C2 PVCA 1KV 1X50 MM2
	*			B-1144246	2223455	     0,000	CABO COBRE XLPE 50MM2 1F PRETO
	*			B-1144246	2227024	     0,000	CABO POT ALUM CONC 1 KV 1X10 + 10 MM2..
	*			B-1144246	2230075	     0,000	CABO MLP ALUM XLPE 3X1X16/16MM2 N ISO..
	*			B-1144246	2230078	     0,000	CABO MLP ALUM XLPE 3X1X120/70MM2 N ISO
	*			B-1144246	2230082	     0,000	CABO MLP ALUM XLPE 3X1X25/25MM2 N ISO
	*			B-1144246	2230084	     0,000	CABO MLP ALUM XLPE 3X1X70/50MM2 N ISO
	*			B-1144246	2278000	     0,000	FITA MET POSTE LISA   10X  1,00MM
	*			B-1144246	2300000	         9	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.
	*			B-1144246	2314001	        16	ISOLADOR PILAR PORCELANA 34KV 800DAN
	*			B-1144246	2322006	         3	ISOLADOR SUSP POLIMERICO 50kN 35kV
	*			B-1144246	2400002	         0	CONETOR IMPACT AL      4/0     /  2
	*			B-1144246	2400003	         0	CONETOR IMPACT AL  4/0 / 4/0
	*			B-1144246	2400016	        12	CONETOR IMPACT AL      2/0     /1/0 AZ
	*			B-1144246	2401000	         3	CONETOR CUNHA EST CINZA
	*			B-1144246	2401001	         6	CONETOR CUNHA EST VD
	*			B-1144246	2401006	         0	CONETOR CUNHA EST BR/VM
	*			B-1144246	2402000	        12	CARTUCHO AZUL     FERRAMENTA AMPACT
	*			B-1144246	2402002	         6	CARTUCHO VERMELHO FERRAMENTA AMPACT
	*			B-1144246	2403000	         0	CONETOR ESTRB AL   IMP     2AWG/ 35MM2
	*			B-1144246	2403002	         0	CONETOR ESTRB AL  IMP   4/0AWG/ 35MM2 AZ
	*			B-1144246	2412000	         0	CONETOR PERF  35,0-150,0/ 35,0-150,0
	*			B-1144246	2412001	        31	CONETOR PERF  16,0- 95,0/  4,0- 35,0
	*			B-1144246	2412002	         0	CONECTOR PERF  25,0- 95,0/ 25,0- 95,0
	*			B-1144246	2412003	         8	CONETOR PERF  10,0- 35,0/  1,5-  6,0
	*			B-1144246	2412010	         0	CONETOR PERF  70,0-120,0/  6,0- 35,0
	*			B-1144246	2414026	         0	CONETOR ATR  ACO RETA 35,0/HA 16,0MM
	*			B-1144246	2415000	         3	GRAMPO LINHA VIVA BR   120/ 50
	*			B-1144246	2420127	         0	BARRA TERMINAL   4/0 /4N
	*			B-1144246	2420377	        10	BARRA TERMINAL   4/0 /2N
	*			B-1144246	2452000	         9	EMENDA PREF COND AL CAA 4  SWAN
	*			B-1144246	2454001	         0	EMENDA PREF TOTAL AL CAA 1/0 RAVEN
	*			B-1144246	2461001	         0	CONETOR IMPACT AL PROT 15KV 185,0/ 35,0
	*			B-1144246	2660000	         0	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M
	*			B-1144246	2660001	         0	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M
	*			B-1144246	2660002	         0	FITA ISOL PVC 19,0MM VERMELHA
	*			B-1144246	2660003	         0	FITA ISOL PVC 19,0MM AZUL
	*			B-1144246	2660005	         0	FITA ISOL PVC 19,0MM BRANCA
	*			B-1144246	3300012	         1	POSTE CONCRETO DT  9/400 29F
	*			B-1144246	3300016	         0	POSTE CONCRETO DT 11/600 44F
	*			B-1144246	3300152	         4	POSTE CONCRETO DT 11/400 44F
	*			B-1144246	3310009	         0	CRUZETA CONC T    2400MM  400DAN
	*			B-1144246	3340011	         7	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA
	*			B-1144246	3410030	         1	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM
	*			B-1144246	3410080	        12	MAO FRANCESA PLANA ACO  710MM
	*			B-1144246	3416120	         0	CINTA POSTE CIRC ACO CARB  320,0MM
	*			B-1144246	3416125	         0	CINTA POSTE CIRC ACO CARB  340,0MM
	*			B-1144246	3417025	         5	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM
	*			B-1144246	3417035	         2	ARMACAO SECUN ACO CARB 2 ESTR 350X 310MM
	*			B-1144246	3419162	         0	SUPORTE RETANG TRAFO 185X 95MM
	*			B-1144246	3419168	         0	SUPORTE RETANG TRAFO 195X100MM
	*			B-1144246	3419218	         3	SUPORTE INCL SECCIONADOR FACA
	*			B-1144246	3420090	         3	MANILHA SAPATILHA ACO  5000DAN
	*			B-1144246	3422050	         0	GRAMPO ANCORAGEM CUNHA 185MM2.
	*			B-1144246	3423030	         3	GANCHO SUSP OLHAL   5000DAN
	*			B-1144246	3428086	        12	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM
	*			B-1144246	3430120	         0	ALCA PREF DIST ALUM 4AWG 430MM
	*			B-1144246	3430130	         3	ALCA PREF DIST ALUM 2AWG 610MM
	*			B-1144246	3430140	         0	ALCA PREF DIST CA/CAA 1/0 AWG
	*			B-1144246	3430510	         0	ALCA PREF SERV AS AL 70 MM2 NI
	*			B-1144246	3430539	         0	ALCA PREF DIST GALV 185,00MM2 1300MM
	*			B-1144246	3430546	         0	ALCA PREF RAM LIG 35MM N. ISOL
	*			B-1144246	3430547	         1	ALCA PREF RAM LIG ACO  25MM N ISOL..
